,Genotype,Sample,label,area,DAPI_mean,DAPI_total
530,Experimental,0,2022,3269.0,193.90486387274396,633875.0
531,Experimental,0,2023,10476.0,117.38344788087056,1229709.0
532,Experimental,0,2024,33254.0,122.85511517411439,4085424.0
533,Experimental,0,2025,115836.0,306.8885234296764,35548739.0
534,Experimental,0,2026,49158.0,233.85566947394116,11495877.0
535,Experimental,0,2027,86922.0,254.9291778836198,22158954.0
536,Experimental,0,2028,52056.0,271.10736514522824,14112765.000000002
537,Experimental,0,2029,28038.0,317.9621584991797,8915023.0
538,Experimental,0,2030,45466.0,130.68965820613207,5941936.000000001
539,Experimental,0,2031,92924.0,312.2976518445181,29019947.0
540,Experimental,0,2032,87343.0,339.9637063073171,29693450.0
541,Experimental,0,2033,22387.0,194.06852191003708,4344612.0
542,Experimental,0,2034,22054.0,234.7508841933436,5177196.0
543,Experimental,0,2035,46932.0,276.02290548026934,12954307.0
544,Experimental,0,2036,43177.0,242.3433541005628,10463659.0
545,Experimental,0,2038,41997.0,174.82784484606043,7342245.0
546,Experimental,0,2039,45384.0,211.81647717257184,9613079.0
547,Experimental,0,2040,51980.0,189.6238553289727,9856648.0
548,Experimental,0,2041,44789.0,198.2716738484896,8880390.0
549,Experimental,0,2042,18601.0,234.86726520079566,4368766.0
550,Experimental,0,2043,50903.0,254.49625758796142,12954623.0
551,Experimental,0,2044,50723.0,344.9252015850797,17495641.0
552,Experimental,0,2045,18501.0,386.9777309334631,7159475.0
553,Experimental,0,2046,50615.0,237.42353057394052,12017192.0
554,Experimental,0,2047,18323.0,220.8639414942968,4046890.0
555,Experimental,0,2048,21947.0,102.99052262268192,2260333.0
556,Experimental,0,2049,27263.0,192.90731027399772,5259232.0
557,Experimental,0,2050,26823.0,180.83648361480817,4850577.0
558,Experimental,0,2051,17834.0,467.9281709094987,8345031.0
559,Experimental,0,2052,24720.0,136.6620145631068,3378285.0
560,Experimental,0,2053,24891.0,149.75782411313327,3727622.0
561,Experimental,0,2054,29165.0,117.37781587519287,3423324.0
562,Experimental,0,2055,43880.0,243.8175934366454,10698716.0
563,Experimental,0,2056,64458.0,187.73573489714232,12101070.0
564,Experimental,0,2057,39419.0,155.08077323118295,6113129.000000001
565,Experimental,0,2058,16803.0,90.68243765994168,1523737.0
566,Experimental,0,2060,17957.0,128.78660132538843,2312621.0
567,Experimental,0,2061,17060.0,221.54970691676436,3779638.0
568,Experimental,0,2062,29780.0,57.18925453324379,1703096.0
569,Experimental,0,2063,85048.0,38.04469240899257,3235625.0
570,Experimental,0,2065,20356.0,47.496462959324035,966838.0
571,Experimental,1,1,102894.0,133.87597916302215,13775035.000000002
572,Experimental,1,4,50810.0,229.05404447943317,11638236.0
573,Experimental,1,6,74384.0,121.90481824048183,9067768.0
574,Experimental,1,7,94666.0,465.82801639448166,44098075.0
575,Experimental,1,17,120129.0,255.3824721757444,30678841.0
576,Experimental,1,28,61722.0,282.43245520235894,17432296.0
577,Experimental,1,61,69205.0,212.4341015822556,14701502.0
578,Experimental,1,71,61495.0,293.61043987316043,18055574.0
579,Experimental,1,76,41878.0,151.17369501886432,6330852.0
580,Experimental,1,77,63119.0,264.56879861848256,16699318.0
581,Experimental,1,91,60560.0,165.37318361955087,10015000.0
582,Experimental,1,97,20865.0,398.68574167265757,8318578.0
583,Experimental,1,130,19244.0,279.02135730617334,5369487.0
584,Experimental,1,133,43203.0,310.1774182348448,13400595.0
585,Experimental,1,149,19119.0,427.3220879753125,8169971.0
586,Experimental,1,167,47473.0,277.39336043645864,13168695.0
587,Experimental,1,177,68797.0,75.32930214980304,5182430.0
589,Experimental,1,196,28241.0,303.6827661909989,8576305.0
590,Experimental,1,208,26579.0,388.4127318559765,10323622.0
591,Experimental,1,209,55047.0,297.93558232056245,16400460.000000002
593,Experimental,1,225,21517.0,196.45303713342938,4227080.0
594,Experimental,1,233,28140.0,156.41776830135038,4401596.0
595,Experimental,1,252,17336.0,306.18885556068295,5308090.0
596,Experimental,1,257,23696.0,374.8315749493585,8882009.0
597,Experimental,1,266,63979.0,318.38395410994235,20369887.0
600,Experimental,1,285,58649.0,170.14032634827532,9978560.0
601,Experimental,1,292,10160.0,244.68464566929134,2485996.0
603,Experimental,1,296,5045.0,202.4356788899901,1021288.0
604,Experimental,1,303,8577.0,166.4705608021453,1427818.0000000002
607,Experimental,1,307,7287.0,198.6707835872101,1447714.0
608,Experimental,1,308,23730.0,388.62718078381795,9222123.0
609,Experimental,1,309,3402.0,373.9215167548501,1272081.0
610,Experimental,1,311,23965.0,234.62658042979345,5622826.0
611,Experimental,1,313,22679.0,294.5336214118788,6679728.0
612,Experimental,1,314,68483.0,193.68792255012193,13264330.0
613,Experimental,1,315,11919.0,274.21855860390974,3268411.0
614,Experimental,1,316,8255.0,323.2707450030285,2668600.0
615,Experimental,1,317,1008.0,253.51190476190476,255540.0
617,Experimental,1,319,50507.0,174.28215890866613,8802469.0
618,Experimental,1,320,57684.0,147.7451806393454,8522533.0
619,Experimental,1,321,24064.0,166.37055352393617,4003541.0
620,Experimental,1,322,25633.0,212.77724027620644,5454119.0
621,Experimental,1,323,57269.0,274.43940002444606,15716870.000000002
622,Experimental,1,324,19567.0,471.251750396075,9220983.0
623,Experimental,1,325,58256.0,344.43104572919526,20065175.0
624,Experimental,1,326,85930.0,281.22168043756545,24165379.0
625,Experimental,1,327,32338.0,255.32444801781187,8256682.0
626,Experimental,2,1,11638.0,320.31122185942604,3727782.0000000005
627,Experimental,2,2,11824.0,311.48291610284167,3682974.0
628,Experimental,2,3,21809.0,289.161538814251,6306324.0
629,Experimental,2,4,21559.0,240.94169488380723,5194462.0
630,Experimental,2,5,12583.0,220.25303981562425,2771444.0
631,Experimental,2,6,16117.0,411.8575417261277,6637908.0
632,Experimental,2,7,13901.0,202.2842960938062,2811954.0
633,Experimental,2,8,19694.0,301.8890017264141,5945401.999999999
634,Experimental,2,9,21040.0,257.20019011406845,5411492.0
635,Experimental,2,10,12751.0,338.9218100541134,4321592.0
636,Experimental,2,11,20711.0,271.0063251412293,5612812.0
637,Experimental,2,12,15678.0,264.89112131649443,4152962.9999999995
638,Experimental,2,13,21624.0,270.183222345542,5842442.0
639,Experimental,2,14,17898.0,111.21019108280255,1990440.0
640,Experimental,2,15,20565.0,252.41862387551666,5190989.0
641,Experimental,2,16,33772.0,329.2162738363141,11118292.0
642,Experimental,2,17,14598.0,283.9405397999726,4144964.0
643,Experimental,2,19,15867.0,219.86689355265645,3488628.0
644,Experimental,2,20,14883.0,141.19438285291943,2101396.0
645,Experimental,2,21,17821.0,265.8317153919533,4737387.0
646,Experimental,2,22,21204.0,303.24792491982646,6430069.0
647,Experimental,2,23,21442.0,331.02924167521684,7097928.999999999
648,Experimental,2,24,14571.0,260.23375197309724,3791866.0
649,Experimental,2,25,27583.0,209.1679295218069,5769479.0
650,Experimental,2,26,34361.0,292.3116323739123,10044120.0
651,Experimental,2,27,33165.0,303.7962912709181,10075404.0
652,Experimental,2,28,14205.0,401.98852516719467,5710247.0
653,Experimental,2,29,41734.0,274.0189054487947,11435905.0
654,Experimental,2,30,23016.0,273.9329162321863,6304840.0
655,Experimental,2,31,20075.0,388.1285180572852,7791680.0
656,Experimental,2,32,13176.0,156.20271706132363,2058127.0
657,Experimental,2,33,25413.0,235.44343446267658,5983324.0
658,Experimental,2,35,20603.0,265.7712469057904,5475685.0
659,Experimental,2,36,20143.0,351.46020950206025,7079463.0
660,Experimental,2,37,21394.0,313.2420304758343,6701500.0
661,Experimental,2,38,39782.0,177.07390277009702,7044354.0
662,Experimental,2,39,16116.0,201.89811367585008,3253790.0
663,Experimental,2,40,10848.0,185.18980457227138,2008939.0
664,Experimental,2,41,11842.0,217.78449586218545,2579004.0
665,Experimental,2,42,7053.0,202.43513398553807,1427775.0
666,Experimental,2,43,10157.0,202.59830658659052,2057791.0
667,Experimental,2,44,10945.0,270.8027409776154,2963936.0000000005
669,Experimental,2,46,27655.0,220.24845416742,6090971.0
670,Experimental,2,47,18030.0,196.09112590127566,3535523.0
671,Experimental,2,48,7894.0,180.10184950595388,1421724.0
672,Experimental,2,49,17325.0,274.58805194805194,4757238.0
673,Experimental,2,50,20482.0,283.7726296260131,5812231.0
674,Experimental,2,51,16321.0,172.56865388150237,2816493.0
675,Experimental,2,52,19266.0,331.1298660853317,6379548.0
676,Experimental,2,53,19417.0,199.79301642890252,3879381.0
677,Experimental,2,55,30201.0,99.07105724975995,2992045.0
678,Experimental,2,56,20165.0,372.0391272005951,7502169.0
679,Experimental,2,57,33359.0,333.68038610270094,11131244.0
680,Experimental,2,58,19551.0,299.94690808654286,5864261.999999999
681,Experimental,2,59,22564.0,245.62936536075165,5542381.0
682,Experimental,2,60,27889.0,226.3797554591416,6313505.0
683,Experimental,2,61,19591.0,307.84758307386045,6031042.0
684,Experimental,2,62,42761.0,306.3056991183555,13097938.0
685,Experimental,2,63,7170.0,167.4273361227336,1200454.0
686,Experimental,2,64,32771.0,363.63556192975494,11916701.0
687,Experimental,2,65,5509.0,253.33690324922853,1395633.0
688,Experimental,2,66,19031.0,307.0862802795439,5844159.000000001
689,Experimental,2,67,21959.0,237.89903911835694,5224025.0
690,Experimental,2,68,37537.0,259.4905826251432,9740498.0
691,Experimental,2,69,26188.0,252.22468306094393,6605260.0
692,Experimental,2,70,19428.0,388.5532736256949,7548813.0
693,Experimental,2,71,34660.0,420.8274668205424,14585879.999999998
694,Experimental,2,72,21170.0,304.6628719886632,6449713.0
695,Experimental,2,73,39969.0,250.9115564562536,10028684.0
696,Experimental,2,74,21927.0,221.1829251607607,4849878.0
697,Experimental,2,75,14077.0,263.9151097534986,3715132.9999999995
698,Experimental,2,76,16399.0,295.390938471858,4844116.0
699,Experimental,2,77,12432.0,96.51488095238095,1199873.0
700,Experimental,2,79,15407.0,366.55163237489455,5647461.0
701,Experimental,2,80,36687.0,128.0595851391501,4698122.0
702,Experimental,2,81,15557.0,79.49257568940027,1236666.0
703,Experimental,2,82,29499.0,215.45960880029833,6355843.0
704,Experimental,2,83,21763.0,159.28497909295592,3466518.9999999995
705,Experimental,2,84,42780.0,205.97050023375408,8811418.0
706,Experimental,2,85,18569.0,222.6493618396252,4134376.0
707,Experimental,2,86,24213.0,314.8943129723702,7624535.999999999
708,Experimental,2,87,2042.0,379.10333006856024,774129.0
709,Experimental,2,88,13959.0,262.13682928576543,3659167.9999999995
710,Experimental,2,89,10029.0,253.01415893907668,2537479.0
711,Experimental,2,90,21097.0,340.95103569227854,7193044.0
712,Experimental,2,91,50538.0,230.44621868692866,11646291.0
713,Experimental,2,94,13420.0,248.94210134128167,3340803.0
714,Experimental,2,95,7355.0,44.53650577838205,327566.0
715,Experimental,2,96,41825.0,285.90010759115364,11957772.000000002
716,Experimental,2,97,12734.0,131.17480760169624,1670380.0
717,Experimental,2,98,13553.0,138.39002434885265,1875600.0
718,Experimental,2,99,20049.0,287.56466656691106,5765384.0
719,Experimental,2,100,7988.0,208.0652228342514,1662025.0
720,Experimental,2,101,36007.0,79.24170300219401,2853256.0
721,Experimental,2,102,30103.0,44.23432880443809,1331586.0
722,Experimental,2,103,34822.0,42.05591292860835,1464471.0
723,Experimental,2,105,20420.0,67.30097943192948,1374286.0
724,Experimental,2,106,11043.0,77.61640858462374,857118.0
725,Experimental,2,107,18570.0,59.26085083467959,1100474.0
726,Experimental,2,108,6812.0,27.76967116852613,189167.0
727,Experimental,2,109,98493.0,155.7960261135309,15344817.999999998
728,Experimental,2,110,21731.0,142.8421609682021,3104103.0
729,Experimental,2,111,16889.0,115.75309372964652,1954954.0000000002
